"user_id","vote_id","vote_id-2","vote_id-3"
0000000,5,2,1
0000000,3,1,2
0000000,1,5,3
0000000,5,1,2
0000000,3,5,1
0000000,5,2,4
0000000,1,5,4
0000000,5,3,1
0000000,1,3,2
0000000,1,4,2
0000000,1,5,2
0000000,1,5,3
0000000,5,4,3
0000000,4,5,3
0000000,5,1,3
0000000,4,5,2
0000000,5,1,2
0000000,1,2,4
0000000,5,4,3
0000000,2,4,1
0000000,1,4,2
0000000,4,1,3
0000000,5,2,3
0000000,5,4,1
0000000,5,2,1
0000000,2,5,4
0000000,1,4,5
0000000,1,5,3
0000000,5,4,3
0000000,5,1,3
0000000,5,1,4
0000000,1,4,5
0000000,4,5,2
0000000,1,5,3
0000000,1,3,5
0000000,1,4,5
0000000,5,2,1
0000000,5,1,4
0000000,1,5,2
0000000,5,1,4
0000000,1,4,5
0000000,5,4,2
0000000,1,5,2
0000000,2,5,1
0000000,5,1,4
0000000,5,1,4
0000000,5,3,4
0000000,5,2,4
0000000,1,4,5
0000000,1,4,5
0000000,2,4,5
0000000,2,1,5
0000000,5,1,2
0000000,1,5,4
0000000,5,4,3
0000000,5,2,1
0000000,3,4,2
0000000,1,4,2
0000000,3,2,4
0000000,4,1,5
0000000,5,2,1
0000000,1,5,4
0000000,1,5,4
0000000,1,5,4
0000000,5,1,4
0000000,3,4,5
0000000,5,1,4
0000000,5,4,1
0000000,1,3,5
0000000,5,4,1
0000000,1,3,4
0000000,3,1,4
0000000,5,1,4
0000000,1,5,4
0000000,5,4,3
0000000,5,4,1
0000000,1,5,4
0000000,5,2,1
0000000,5,1,4
0000000,4,2,1
0000000,1,5,3
0000000,3,1,5
0000000,3,5,2
0000000,1,5,2
0000000,1,5,4
0000000,2,5,1
0000000,4,5,1
0000000,5,1,4
0000000,5,1,3
0000000,5,4,1
0000000,1,5,2
0000000,1,4,2
0000000,2,4,1
0000000,1,5,2
0000000,5,1,2
0000000,5,3,1
0000000,5,2,1
0000000,5,4,1
0000000,1,4,2
0000000,1,5,4
0000000,1,4,5
0000000,2,3,1
0000000,1,5,3
0000000,5,1,2
0000000,5,1,2
0000000,5,1,4
0000000,1,3,2
0000000,5,1,2
0000000,5,1,4
0000000,1,5,3
0000000,5,2,4
0000000,1,2,4
0000000,5,1,4
0000000,3,1,5
0000000,1,3,2
0000000,5,4,2
0000000,5,1,2
0000000,1,5,2
0000000,3,1,4
0000000,5,1,2
0000000,1,5,4
0000000,5,3,1
0000000,1,5,2
0000000,3,4,5
0000000,5,2,1
0000000,1,4,2
0000000,1,2,4
0000000,1,5,4
0000000,3,4,5
0000000,5,1,2
0000000,3,2,4
0000000,5,1,3
0000000,2,1,5
0000000,5,1,3
0000000,1,2,4
0000000,1,4,5
0000000,1,5,2
0000000,4,5,2
0000000,5,4,3
0000000,2,1,3
0000000,5,1,2
0000000,5,2,1
0000000,1,3,4
0000000,1,4,5
0000000,1,3,5
0000000,5,4,1
0000000,5,1,3
0000000,1,5,2
0000000,4,1,5
0000000,5,2,1
0000000,4,1,5
0000000,1,4,2
0000000,3,1,4
0000000,5,2,1
0000000,5,1,2
0000000,5,1,2
0000000,2,3,1
0000000,3,5,1
0000000,2,5,1
0000000,1,5,4
0000000,2,5,1
0000000,4,3,2
0000000,1,5,4
0000000,2,1,5
0000000,1,5,2
0000000,1,2,5
0000000,5,1,4
0000000,5,4,1
0000000,1,5,4
0000000,1,4,2
0000000,1,4,5
0000000,1,5,4
0000000,5,2,4
0000000,1,3,2
0000000,5,4,3
0000000,5,2,4
0000000,5,4,1
0000000,5,2,1
0000000,3,5,1
0000000,5,4,2
0000000,5,1,2
0000000,4,5,2
0000000,5,3,2
0000000,1,4,3
0000000,5,3,1
0000000,5,3,2
0000000,1,5,2
0000000,2,5,1
0000000,5,2,1
0000000,1,3,5
0000000,1,3,4
0000000,5,1,4
0000000,1,5,2
0000000,1,2,4
0000000,1,5,2
0000000,1,5,2
0000000,3,4,5
0000000,5,1,2
0000000,5,1,4
0000000,5,2,1
0000000,5,1,2
0000000,1,2,4
0000000,5,1,2
0000000,5,1,4
0000000,5,1,3
0000000,5,1,3
0000000,4,5,2
0000000,3,5,2
0000000,5,4,1
0000000,2,1,4
0000000,1,5,3
0000000,5,2,3
0000000,5,4,1
0000000,5,1,4
0000000,1,4,3
0000000,5,1,4
0000000,5,1,4
0000000,5,4,1
0000000,2,5,4
0000000,1,2,5
0000000,5,1,2
0000000,2,4,1
0000000,1,2,4
0000000,1,2,3
0000000,1,5,4
0000000,4,2,3
0000000,2,5,4
0000000,5,1,3
0000000,1,5,4
0000000,5,1,3
0000000,5,3,4
0000000,1,4,5
0000000,3,4,1
0000000,5,1,2
0000000,1,2,5
0000000,3,5,2
0000000,5,2,4
0000000,4,1,2
0000000,1,4,5
0000000,3,5,2
0000000,1,3,4
0000000,1,4,2
0000000,4,5,2
0000000,4,5,2
0000000,1,5,4
0000000,5,1,2
0000000,1,3,4
0000000,1,4,5
0000000,4,5,2
0000000,2,4,5
0000000,1,5,2
0000000,5,1,4
0000000,2,5,1
0000000,5,1,3
0000000,5,1,2
0000000,3,5,2
0000000,2,4,5
0000000,5,1,2
0000000,2,3,4
0000000,5,2,4
0000000,1,4,5
0000000,5,4,1
0000000,1,5,2
0000000,1,5,2
0000000,1,2,5
0000000,1,4,3
0000000,4,5,1
0000000,5,2,1
0000000,1,5,4
0000000,4,1,3
0000000,5,1,3
0000000,4,5,2
0000000,5,3,1
0000000,4,1,2
0000000,5,1,4
0000000,1,3,2
0000000,5,4,2
0000000,5,1,4
0000000,2,3,5
0000000,1,5,4
0000000,1,2,5
0000000,5,1,4
0000000,1,2,4
0000000,4,5,1
0000000,1,5,2
0000000,5,2,1
0000000,3,5,4
0000000,5,1,3
0000000,1,3,4
0000000,1,5,2
0000000,1,2,4
0000000,1,3,2
0000000,4,1,5
0000000,1,5,4
0000000,1,4,5
0000000,1,4,2
0000000,1,4,2
0000000,3,5,2
0000000,1,3,2
0000000,4,5,3
0000000,1,2,4
0000000,5,2,1
0000000,5,4,2
0000000,5,1,4
0000000,2,5,4
0000000,1,3,2
0000000,3,2,5
0000000,1,4,2
0000000,5,1,4
0000000,5,2,1
0000000,5,1,2
0000000,3,1,4
0000000,2,1,5
0000000,1,4,3
0000000,1,2,4
0000000,1,5,3
0000000,5,1,4
0000000,1,2,4
0000000,5,2,1
0000000,1,2,4
0000000,1,5,4
0000000,5,4,1
0000000,5,1,4
0000000,5,2,1
0000000,2,5,1
0000000,4,1,5
0000000,1,5,2
0000000,2,1,5
0000000,1,5,2
0000000,1,3,5
0000000,1,2,4
0000000,5,4,3
0000000,5,1,4
0000000,5,2,1
0000000,1,3,2
0000000,5,1,4
0000000,1,2,4
0000000,5,4,1
0000000,1,4,5
0000000,1,5,4
0000000,2,1,4
0000000,4,1,2
0000000,5,2,1
0000000,5,4,1
0000000,1,2,4
0000000,5,4,1
0000000,5,1,2
0000000,1,2,5
0000000,5,2,3
0000000,5,1,4
0000000,5,4,1
0000000,1,5,2
0000000,1,4,5
0000000,5,1,3
0000000,1,5,4
0000000,2,3,4
0000000,1,2,5
0000000,5,1,3
0000000,5,2,1
0000000,5,4,1
0000000,2,3,4
0000000,1,3,2
0000000,5,1,3
0000000,1,4,5
0000000,1,4,5
0000000,1,5,4
0000000,1,3,5
0000000,5,4,1
0000000,5,4,1
0000000,1,4,2
0000000,4,1,5
0000000,1,5,4
0000000,5,1,4
0000000,5,1,3
0000000,1,3,5
0000000,3,4,5
0000000,5,4,2
0000000,4,1,2
0000000,5,4,1
0000000,2,5,1
0000000,1,2,4
0000000,5,4,1
0000000,1,5,4
0000000,1,5,2
0000000,3,2,4
0000000,1,5,4
0000000,5,1,3
0000000,3,1,2
0000000,1,5,2
0000000,1,5,2
0000000,1,3,4
0000000,4,2,5
0000000,3,2,5
0000000,1,4,3
0000000,4,3,1
0000000,4,1,5
0000000,1,4,2
0000000,1,4,2
0000000,5,1,4
0000000,5,3,4
0000000,1,2,5
0000000,5,1,4
0000000,1,5,2
0000000,1,5,2
0000000,1,2,5
0000000,1,5,2
0000000,1,3,2
0000000,1,5,2
0000000,3,1,2
0000000,1,4,2
0000000,1,3,5
0000000,1,4,5
0000000,5,1,2
0000000,1,4,2
0000000,5,1,2
0000000,1,5,3
0000000,1,5,4
0000000,1,3,5
0000000,1,2,5
0000000,3,4,2
0000000,3,1,2
0000000,2,5,4
0000000,5,4,1
0000000,1,3,5
0000000,5,4,1
0000000,5,4,1
0000000,1,4,5
0000000,5,1,3
0000000,4,3,2
0000000,1,3,5
0000000,5,1,2
0000000,4,1,3
0000000,3,1,5
0000000,4,1,2
0000000,5,4,1
0000000,5,1,2
0000000,1,5,2
0000000,1,2,5
0000000,5,1,4
0000000,2,1,3
0000000,4,1,5
0000000,1,4,2
0000000,4,5,1
0000000,5,4,2
0000000,1,5,4
0000000,5,3,1
0000000,5,4,3
0000000,1,4,5
0000000,5,4,1
0000000,1,4,3
0000000,1,4,5
0000000,5,1,2
0000000,1,4,2
0000000,5,1,4
0000000,1,3,2
0000000,5,1,3
0000000,5,1,4
0000000,3,5,4
0000000,3,4,5
0000000,1,2,3
0000000,4,1,5
0000000,5,1,2
0000000,1,2,5
0000000,1,3,5
0000000,1,3,5
0000000,1,4,3
0000000,5,1,2
0000000,1,4,5
0000000,2,5,1
0000000,5,2,4
0000000,5,1,4
0000000,1,2,4
0000000,1,3,5
0000000,1,5,2
0000000,1,5,4
0000000,1,3,5
0000000,5,3,1
0000000,1,5,2
0000000,5,3,1
0000000,4,1,3
0000000,3,2,5
0000000,3,1,4
0000000,5,4,2
0000000,3,5,2
0000000,5,2,4
0000000,1,5,2
0000000,5,2,4
0000000,1,5,4
0000000,5,1,4
0000000,1,2,5
0000000,1,2,4
0000000,4,5,2
0000000,5,1,4
0000000,5,1,4
0000000,1,2,4
0000000,5,4,2
0000000,5,1,2
0000000,1,5,4
0000000,1,4,5
0000000,1,3,2
0000000,2,5,1
0000000,5,1,4
0000000,1,5,4
0000000,5,4,1
0000000,5,1,4
0000000,5,1,2
0000000,3,1,2
0000000,1,3,5
0000000,1,5,3
0000000,5,2,1
0000000,1,3,4
0000000,1,3,4
0000000,5,4,1
0000000,3,1,5
0000000,5,1,4
0000000,1,5,2
0000000,2,3,5
0000000,5,1,2
0000000,5,4,2
0000000,3,4,1
0000000,1,5,4
0000000,5,1,3
0000000,2,3,5
0000000,2,5,3
0000000,5,3,4
0000000,4,2,1
0000000,5,1,4
0000000,3,2,5
0000000,5,2,4
0000000,5,1,2
0000000,1,4,2
0000000,1,3,4
0000000,1,3,4
0000000,1,5,2
0000000,4,1,3
0000000,3,1,4
0000000,5,4,2
0000000,1,2,5
0000000,5,1,4
0000000,1,2,4
0000000,2,1,3
0000000,5,1,4
0000000,5,4,1
0000000,4,5,2
0000000,1,3,4
0000000,1,2,5
0000000,5,4,2
0000000,5,1,4
0000000,5,1,4
0000000,1,2,4
0000000,5,4,1
0000000,5,1,2
0000000,1,3,2
0000000,2,3,1
0000000,1,4,5
0000000,5,1,2
0000000,1,4,3
0000000,1,3,4
0000000,1,4,2
0000000,3,5,1
0000000,1,4,2
0000000,4,5,3
0000000,1,5,4
0000000,1,5,2
0000000,2,5,4
0000000,1,2,5
0000000,5,1,4
0000000,1,2,4
0000000,2,5,1
0000000,1,4,2
0000000,5,1,2
0000000,4,1,5
0000000,2,5,1
0000000,1,2,5
0000000,1,3,4
0000000,5,2,4
0000000,5,1,4
0000000,5,1,4
0000000,5,2,4
0000000,5,1,2
0000000,1,2,3
0000000,3,1,5
0000000,5,4,1
0000000,1,5,3
0000000,1,3,5
0000000,4,1,2
0000000,5,2,1
0000000,5,1,2
0000000,5,3,1
0000000,4,5,2
0000000,2,4,5
0000000,1,4,2
0000000,3,4,5
0000000,3,1,5
0000000,1,4,2
0000000,2,4,3
0000000,4,1,2
0000000,5,2,1
0000000,1,4,2
0000000,2,5,3
0000000,1,4,5
0000000,3,5,2
0000000,1,3,2
0000000,2,3,4
0000000,5,4,3
0000000,1,5,2
0000000,5,1,2
0000000,1,4,3
0000000,5,3,1
0000000,5,2,1
0000000,5,1,2
0000000,1,3,5
0000000,1,3,4
0000000,1,4,2
0000000,5,2,4
0000000,2,1,4
0000000,1,4,5
0000000,1,5,4
0000000,1,5,2
0000000,1,2,3
0000000,1,4,5
0000000,1,5,4
0000000,1,3,2
0000000,1,2,3
0000000,5,4,1
0000000,1,4,5
0000000,4,1,5
0000000,5,1,4
0000000,5,4,1
0000000,4,1,3
0000000,2,1,4
0000000,1,2,5
0000000,1,5,4
0000000,5,4,2
0000000,5,1,2
0000000,5,1,2
0000000,5,4,1
0000000,1,2,4
0000000,1,5,2
0000000,5,1,2
0000000,1,5,2
0000000,1,2,3
0000000,1,4,3
0000000,1,2,4
0000000,1,5,2
0000000,1,5,2
0000000,1,2,4
0000000,3,1,2
0000000,1,4,5
0000000,1,5,2
0000000,5,4,3
0000000,4,2,5
0000000,5,1,2
0000000,1,5,4
0000000,1,5,4
0000000,1,4,5
0000000,3,1,5
0000000,1,5,4
0000000,2,4,3
0000000,2,1,4
0000000,1,5,4
0000000,1,2,4
0000000,1,4,3
0000000,5,4,1
0000000,1,4,2
0000000,1,2,5
0000000,4,2,3
0000000,1,5,3
0000000,1,2,5
0000000,2,1,3
0000000,1,4,2
0000000,1,3,4
0000000,1,3,4
0000000,2,5,1
0000000,4,5,2
0000000,2,4,3
0000000,1,2,5
0000000,1,2,3
0000000,1,3,4
0000000,5,1,4
0000000,1,5,2
0000000,2,5,1
0000000,2,3,1
0000000,2,4,3
0000000,1,4,3
0000000,4,5,2
0000000,1,4,2
